"","square_meters","bathrooms_number","lift","rooms_number","other_features","availability","condominium_fees","year_of_construction","conditions","floor","heating_centralized","selling_price","binary_car_parking","Macro_zone","score_feature"
"4115",86,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | centralized tv system | partially furnished | cellar | window frames in double glass / metal","available",160,2011,"excellent / refurbished",1,"central",380000,"yes","Esterno",11.443
"4116",120,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | balcony | terrace | centralized tv system | cellar | window frames in triple glass / pvcdouble exposure","available",24,2024,"excellent / refurbished",5,"independent",690000,"yes","Esterno",10.68
"4117",160,"2","yes","4","optic fiber | security door | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure","available",198,1930,"to be refurbished",6,"central",1090000,"no","Circonvalla",7.106
"4119",80,"1","yes","3","optic fiber | security door | balcony | terrace | furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",129,1960,"excellent / refurbished",1,"central",330000,"no","Esterno",7.404
"4121",50,"1","no","2","optic fiber | external exposure | centralized tv system | shared garden | window frames in double glass / pvc","unknown",242,1950,"good condition / liveable",2,"independent",169000,"no","Esterno",5.105
"4122",80,"2","yes","3","optic fiber | security door | external exposure | balcony | centralized tv system | window frames in double glass / pvc","unknown",142,1970,"excellent / refurbished",5,"central",240000,"no","Esterno",4.981
"4123",85,"2","yes","3","optic fiber | video entryphone | alarm system | security door | balcony | centralized tv system | cellar | shared garden | window frames in triple glass / pvcdouble exposure","available",76,1960,"excellent / refurbished",2,"central",480000,"no","Esterno",9.18
"4124",45,"1","yes","1","electric gate | optic fiber | alarm system | security door | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",40,2024,"new / under construction",0.5,"central",160000,"no","Esterno",5.663
"4125",290,"3","yes","5+","reception | alarm system | kitchen | only kitchen furnished","available",327,1950,"excellent / refurbished",6,"central",2800000,"no","Centro_Storico",14.168
"4126",76,"1","yes","3","electric gate | optic fiber | video entryphone | security door | external exposure | terrace | full day concierge | centralized tv system | shared garden | window frames in double glass / metal","available",89,2024,"new / under construction",1,"central",660000,"no","Circonvalla",9.637
"4127",45,"1","no","2","optic fiber | security door | internal exposure | centralized tv system | furnished","unknown",88,1990,"good condition / liveable",-0.5,"independent",139000,"no","Circonvalla",4.053
"4128",70,"1","yes","3","optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure","available",165,1969,"excellent / refurbished",2,"central",575000,"no","Circonvalla",7.896
"4129",60,"1","yes","2","electric gate | security door | internal exposure | balcony | full day concierge | centralized tv system | shared garden | window frames in glass / wood","available",1,1967,"to be refurbished",6,"central",221900,"no","Esterno",7.486
"4131",125,"2","yes","4","fireplace | attic | optic fiber | security door | internal exposure | closet | terrace | single tv system | cellar | shared garden | window frames in double glass / wood","available",129,1950,"excellent / refurbished",3,"independent",850000,"no","Circonvalla",17.699
"4132",120,"1","no","3","electric gate | security door | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / wood | double exposure","unknown",95,1880,"good condition / liveable",2,"independent",890000,"no","Circonvalla",6.506
"4134",75,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | balcony | terrace | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood","unknown",89,2013,"excellent / refurbished",4,"central",450000,"yes","Esterno",12.335
"4136",90,"2","no","3","optic fiber | closet | centralized tv system | shared garden | window frames in triple glass / pvcdouble exposure","available",315,1900,"good condition / liveable",0,"independent",250000,"no","Esterno",7.05
"4137",40,"1","no","1","security door | internal exposure | centralized tv system | cellar | shared garden | window frames in glass / pvc","unknown",24,1960,"good condition / liveable",1,"independent",145000,"no","Esterno",7.713
"4138",155,"2","yes","4","electric gate | optic fiber | video entryphone | security door | external exposure | closet | balcony | half-day concierge | centralized tv system | cellar | window frames in glass / wood","available",165,1940,"to be refurbished",5,"central",790000,"no","Circonvalla",10.912
"4139",100,"1","yes","3","security door | full day concierge","available",54,1960,"excellent / refurbished",0,"problem",690000,"no","Centro_Storico",1.189
"4140",70,"1","no","2","electric gate | optic fiber | video entryphone | security door | single tv system | shared garden | window frames in double glass / wood | double exposure","unknown",332,2023,"new / under construction",0,"independent",195000,"no","Esterno",8.726
"4141",90,"2","yes","3","security door | balcony | cellar","available",332,1952,"new / under construction",4,"central",551000,"no","Esterno",1.251
"4142",56,"1","yes","2","electric gate | optic fiber | alarm system | security door | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure","available",89,1980,"excellent / refurbished",1,"central",445000,"no","Circonvalla",8.978
"4143",84,"1","no","2","electric gate | optic fiber | video entryphone | alarm system | security door | full day concierge | single tv system | shared garden | double exposure","available",54,1970,"excellent / refurbished",0,"central",292000,"no","Circonvalla",9.452
"4144",93,"2","yes","3","electric gate | optic fiber | security door | balcony | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood | double exposure","available",129,1950,"good condition / liveable",3,"central",599000,"no","Centro_Storico",10.526
"4145",86,"1","yes","4","optic fiber | video entryphone | security door | external exposure | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvc","available",145,1967,"excellent / refurbished",1,"central",357000,"no","Esterno",8.053
"4146",130,"2","yes","3","electric gate | optic fiber | video entryphone | alarm system | security door | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure","available",332,2021,"excellent / refurbished",2,"independent",650000,"yes","Esterno",9.73
"4147",62,"1","yes","2","optic fiber | video entryphone | security door | closet | balcony | single tv system | furnished | window frames in double glass / pvcdouble exposure","available",30,1960,"excellent / refurbished",2,"independent",280000,"no","Esterno",9.233
"4148",64,"1","yes","2","optic fiber | security door | external exposure | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal","available",71,1964,"good condition / liveable",5,"central",215000,"no","Esterno",7.653
"4149",20,"1","yes","1","electric gate | optic fiber | video entryphone | security door | internal exposure | closet | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood","available",319,1960,"good condition / liveable",0.5,"central",170000,"no","Esterno",11.558
